1602682746.4913733,58.873999999999995,71.5,75.9501,8,30
1602682751.9849195,59.18,70.9,99.4724,9,5
1602682757.4445868,59.215999999999994,70.63,99.47460000000001,9,9
1602682762.9533534,59.234,70.41,99.47439999999999,9,15
1602682768.4135737,59.378,70.3,99.4708,9,10
1602682773.873596,59.504,70.27,99.4677,8,13
1602682780.8935874,59.540000000000006,69.92,99.47030000000001,7,17
1602682786.3539088,59.594,69.85,99.4741,9,13
1602682791.8140602,59.594,69.59,99.4707,9,66
1602682797.274214,59.702,69.51,99.47619999999999,9,6
1602682802.7343633,59.756,69.43,99.4739,9,37
1602682808.194474,59.828,69.31,99.472,9,18
1602682813.6546648,59.864000000000004,69.15,99.4708,8,20
1602682819.1144032,59.936,68.82,99.4736,8,9
1602682826.086016,60.098,68.84,99.4723,8,4
1602682831.5430293,60.188,68.62,99.4718,8,3
1602682837.006126,60.188,68.53,99.47189999999999,8,3
1602682842.4665804,60.224000000000004,68.38,99.4685,9,6
1602682847.9269798,60.35,68.35,99.4712,9,14
1602682853.383849,60.422,68.07,99.4728,9,6
1602682858.8462052,60.422,68.44,99.46430000000001,9,3
1602682865.8674812,60.512,68.29,99.4681,9,4
1602682871.3278937,60.548,68.24,99.4697,9,3
1602682876.8368995,60.674,68.02,99.4715,9,5
1602682882.2928162,60.656,67.87,99.4734,9,9
1602682887.7561765,60.71,67.6,99.47210000000001,9,12
1602682893.2169867,60.782,67.5,99.4734,9,29
1602682898.6774733,60.782,67.65,99.4718,9,266
1602682904.1362522,60.818000000000005,67.71,99.4734,9,77
1602682911.1579227,60.782,67.62,99.47160000000001,9,43
1602682916.6182928,60.836,67.45,99.4695,9,21
1602682922.0782843,60.836,67.41,99.47139999999999,9,13
1602682927.5385401,60.872,67.12,99.4715,9,13
1602682932.9987857,60.908,67.06,99.4724,9,15
1602682938.4588656,60.980000000000004,66.87,99.4712,9,19
1602682943.9191332,60.980000000000004,66.79,99.47810000000001,9,4
1602682950.8908684,61.034,66.45,99.4739,9,9
1602682956.350933,60.980000000000004,66.37,99.4753,9,10
1602682961.8115077,61.10600000000001,66.38,99.4777,9,10
1602682967.2714427,61.034,66.21,99.4713,9,6
1602682972.731735,61.06999999999999,66.01,99.4737,9,43
1602682978.1918242,61.178,66.04,99.4712,9,336
1602682983.6524417,61.142,65.97,99.476,7,23
1602682989.1125379,61.142,65.86,99.4742,8,12
1602682996.0841079,60.980000000000004,65.79,99.47619999999999,8,27
1602683001.544338,60.998000000000005,65.72,99.4748,8,5
1602683007.0045922,61.034,65.66,99.4735,8,34
1602683012.4648187,61.034,65.54,99.4742,8,10
1602683017.9249213,61.034,65.64,99.47439999999999,8,4
1602683023.385293,60.980000000000004,65.6,99.4747,9,26
1602683028.8455179,60.998000000000005,65.5,99.4767,8,9
1602683035.86588,61.10600000000001,65.44,99.4764,8,5
1602683041.325808,61.196,65.42,99.4783,9,4
1602683046.786365,61.142,65.22,99.4745,8,4
1602683052.2950845,61.142,65.27,99.47489999999999,8,15
1602683057.7524836,61.196,65.17,99.4772,8,12
1602683063.2152019,61.196,65.12,99.4769,9,42
1602683068.6757512,61.178,65.02,99.4819,8,6
1602683074.1362283,61.232,64.97,99.4832,9,3
1602683081.1562498,61.268,64.94,99.4794,9,14
1602683086.616659,61.358,64.99,99.4805,9,4
1602683092.0769076,61.34,64.78,99.4817,9,4
1602683097.532935,61.304,64.82,99.4829,9,4
1602683102.9976094,61.304,64.77,99.4818,9,43
1602683108.457646,61.34,64.7,99.485,9,8
1602683113.9147735,61.34,64.66,99.479,9,4
1602683120.8903887,61.394,64.66,99.48089999999999,9,7
1602683126.3498826,61.358,64.55,99.486,9,5
1602683131.81341,61.466,64.5,99.4846,9,6
1602683137.2701702,61.466,64.36,99.48410000000001,9,7
1602683142.7766058,61.466,64.4,99.4858,9,6
1602683143.4331613,62.456,68.56,76.1069,49,33
1602683148.2885273,61.538,64.32,99.485,9,5
1602683149.122279,66.23599999999999,59.97,99.3546,53,25
1602683154.7263443,66.47,59.55,99.35910000000001,53,10
1602683153.7493258,61.538,64.24,99.48610000000001,9,3
1602683160.7700984,61.538,64.21,99.4854,9,17
1602683160.4322312,66.758,59.12,99.35210000000001,55,15
1602683166.279505,61.538,64.09,99.4867,9,4
1602683167.6466935,67.298,58.11,99.35210000000001,55,14
1602683171.7888494,61.502,64.11,99.48660000000001,9,32
1602683173.304577,67.532,57.77,99.35310000000001,52,57
1602683177.2492409,61.592,64.16,99.48639999999999,9,43
1602683178.9593282,67.586,57.28,99.3516,54,32
1602683182.7099903,61.538,64.04,99.4825,9,10
