1602886618.0208366,52.123999999999995,85.32,76.1069,26,17
1602886623.6102915,58.82,71.8,99.55789999999999,26,12
1602886629.0702045,58.928,71.56,99.55489999999999,26,12
1602886634.5305214,59.018,71.39,99.5564,26,18
1602886639.9905071,59.054,71.12,99.5534,26,8
1602886645.450994,59.108000000000004,71.08,99.55489999999999,26,28
1602886652.4225616,59.306,70.73,99.55460000000001,26,7
1602886657.8827722,59.306,70.56,99.557,27,20
1602886663.3427927,59.306,70.46,99.5544,27,7
1602886668.8031545,59.342,70.27,99.5588,28,4
1602886674.2628598,59.432,70.35,99.5588,27,4
1602886679.7235618,59.504,70.09,99.5566,26,4
1602886685.1837113,59.540000000000006,69.85,99.5587,26,28
1602886690.6441154,59.540000000000006,69.6,99.55839999999999,27,12
1602886697.6156266,59.666,69.48,99.559,27,5
1602886703.0755286,59.629999999999995,69.32,99.5599,26,4
1602886708.5359104,59.666,69.3,99.5605,26,3
1602886714.045001,59.72,69.07,99.562,26,11
1602886719.5049381,59.72,69.05,99.562,27,31
1602886724.9649913,59.792,68.92,99.5583,27,4
1602886730.4253898,59.882000000000005,68.83,99.56060000000001,27,14
1602886737.4455497,59.918,68.71,99.5594,26,32
1602886742.9036574,59.882000000000005,68.47,99.5605,26,3
1602886748.366133,59.918,68.48,99.5621,26,11
1602886753.8262,59.954,68.32,99.56230000000001,27,2
1602886759.2863631,59.918,68.48,99.5618,26,4
1602886764.7951326,59.954,68.17,99.5672,27,4
1602886770.2552755,59.954,68.19,99.57039999999999,27,3
1602886775.76474,59.954,68.07,99.5678,27,15
